8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
258095 3.33,24.50,39.00,-658.25,-454.50
258095 3.33,24.50,39.00,1028.75,-24.50
258103 3.33,24.50,39.00,-407.50,150.75
258103 3.33,24.50,39.00,-703.50,-94.00
258111 3.33,24.50,39.00,422.00,-645.50
258111 3.33,24.50,39.00,983.75,572.00
258120 3.33,24.50,39.00,-649.75,293.75
258120 3.33,24.50,39.00,226.00,-55.75
258127 3.33,24.50,39.00,581.75,463.50
258127 3.33,24.50,39.00,-520.25,162.00
258135 3.33,24.50,39.00,-14.75,-413.25
258136 3.33,24.50,39.00,810.00,289.25
258143 3.33,24.50,39.00,-986.25,-362.50
258144 3.33,24.50,39.00,-353.75,-802.00
258151 3.33,24.50,39.00,455.00,343.00
258153 3.33,24.50,39.00,97.50,224.25
258159 3.33,24.50,39.00,187.25,184.00
258159 3.33,24.50,39.00,617.75,-35.50
258167 3.33,24.50,39.00,142.75,136.25
258167 3.33,24.50,39.00,-611.75,-48.75
258175 3.33,24.50,39.00,-417.50,-895.00
258175 3.33,24.50,39.00,397.50,366.25
258183 3.33,24.50,39.00,-275.25,315.25
258183 3.33,24.50,39.00,-414.00,-488.25
258191 3.33,24.50,39.00,438.25,609.00
258191 3.33,24.50,39.00,182.50,-174.75
258199 3.33,24.50,39.00,-602.00,-1040.00
258199 3.33,24.50,39.00,753.25,-196.75
258207 3.33,24.50,39.00,226.00,706.25
258208 3.33,24.50,39.00,328.75,166.75
258215 3.33,24.50,39.00,365.75,356.50
258215 3.33,24.50,39.00,407.50,-107.25
258223 3.33,24.50,39.00,-480.50,432.75
258223 3.33,24.50,39.00,-81.50,-356.75
258230 3.33,24.50,39.00,362.50,70.00
258232 3.33,24.50,39.00,-553.75,-143.50
258239 3.33,24.50,39.00,-359.75,-209.50
258240 3.33,24.50,39.00,286.00,-29.00
258247 3.33,24.50,39.00,-65.25,570.00
258248 3.33,24.50,39.00,466.25,-645.00
258255 3.33,24.50,39.00,295.00,-216.25
258256 3.33,24.50,39.00,-374.75,426.00
258263 3.33,24.50,39.00,277.50,-540.75
258264 3.33,24.50,39.00,757.00,120.50
258271 3.33,24.50,39.00,157.25,630.75
258272 3.33,24.50,39.00,-315.00,-343.00
258279 3.33,24.50,39.00,15.25,77.50
258280 3.33,24.50,39.00,117.75,-97.25
258287 3.33,24.50,39.00,-263.25,4.25
258288 3.33,24.50,39.00,-269.50,-117.50
258295 3.33,24.50,39.00,-556.75,100.50
258296 3.33,24.50,39.00,537.25,96.25
258302 3.33,24.50,39.00,155.50,296.00
258304 3.33,24.50,39.00,41.50,-483.75
258311 3.33,24.50,39.00,302.25,307.00
258312 3.33,24.50,39.00,255.50,424.00
258319 3.33,24.50,39.00,459.25,374.00
258320 3.33,24.50,39.00,91.25,131.25
258326 3.33,24.50,39.00,-299.50,64.25
258328 3.33,24.50,39.00,93.25,-501.50
258335 3.33,24.50,39.00,638.25,147.00
258336 3.33,24.50,39.00,-674.75,-787.50
258344 3.33,24.50,39.00,-216.00,44.25
258344 3.33,24.50,39.00,165.00,61.00
258351 3.33,24.50,39.00,-357.25,-396.75
258352 3.33,24.50,39.00,258.75,360.25
258359 3.33,24.50,39.00,460.00,-236.25
258360 3.33,24.50,39.00,428.00,841.50
258367 3.33,24.50,39.00,-207.50,-411.00
258368 3.33,24.50,39.00,63.75,-398.25
258375 3.33,24.50,39.00,428.50,628.50
258376 3.33,24.50,39.00,-659.50,119.75
258383 3.33,24.50,39.00,250.50,220.75
258383 3.33,24.50,39.00,-11.00,493.25
258391 3.33,24.50,39.00,-820.00,-875.50
258391 3.33,24.50,39.00,-857.75,12.75
258399 3.33,24.50,39.00,271.75,-238.00
258399 3.33,24.50,39.00,-426.00,46.50
258407 3.33,24.50,39.00,201.00,275.50
258407 3.33,24.50,39.00,297.00,250.00
258415 3.33,24.50,39.00,1263.75,-101.75
258415 3.33,24.50,39.00,-20.25,615.75
258423 3.33,24.50,39.00,-202.00,322.00
258424 3.33,24.50,39.00,613.75,-41.25
258432 3.33,24.50,39.00,-225.75,156.00
258432 3.33,24.50,39.00,-137.50,-185.25
258439 3.33,24.50,39.00,468.50,92.75
258439 3.33,24.50,39.00,-495.25,-195.25
258447 3.33,24.50,39.00,-632.25,-386.50
258447 3.33,24.50,39.00,82.00,205.25
258455 3.33,24.50,39.00,-982.50,-293.00
258455 3.33,24.50,39.00,-109.50,-465.75
258463 3.33,24.50,39.00,643.00,594.00
258464 3.33,24.50,39.00,617.25,523.00
258472 3.33,24.50,39.00,-414.75,427.75
258472 3.33,24.50,39.00,398.50,-198.00
258480 3.33,24.50,39.00,100.75,211.25
258480 3.33,24.50,39.00,-308.75,523.50
258487 3.33,24.50,39.00,516.00,-752.75
258487 3.33,24.50,39.00,221.50,-72.75
258496 3.33,24.50,39.00,-878.75,-56.50
258496 3.33,24.50,39.00,-320.25,-357.00
258504 3.33,24.50,39.00,493.00,3.75
258504 3.33,24.50,39.00,-271.50,197.50
258512 3.33,24.50,39.00,-361.75,51.75
258513 3.33,24.50,39.00,52.50,143.25
258519 3.33,24.50,39.00,-646.25,-21.00
258519 3.33,24.50,39.00,44.25,-55.25
258527 3.33,24.50,39.00,-1.00,169.25
258528 3.33,24.50,39.00,27.75,449.00
258536 3.33,24.50,39.00,-16.75,136.25
258536 3.33,24.50,39.00,584.25,-271.25
258544 3.33,24.50,39.00,-439.00,433.50
258545 3.33,24.50,39.00,-425.75,-749.75
258552 3.33,24.50,39.00,196.25,-258.50
258552 3.33,24.50,39.00,315.00,363.25
258560 3.33,24.50,39.00,-481.25,-198.75
258560 3.33,24.50,39.00,-598.25,-639.75
258567 3.33,24.50,39.00,-1154.25,-453.50
258568 3.33,24.50,39.00,1439.75,-846.75
258576 3.33,24.50,39.00,696.00,1117.75
258576 3.33,24.50,39.00,653.00,923.25
258584 3.33,24.50,39.00,125.50,-30.25
258584 3.33,24.50,39.00,-177.75,-70.50
258592 3.33,24.50,39.00,-135.75,-460.50
258592 3.33,24.50,39.00,295.00,349.00
258600 3.33,24.50,39.00,-464.00,74.50
258600 3.33,24.50,39.00,-916.25,-219.00
258608 3.33,24.50,39.00,685.75,-753.50
258608 3.33,24.50,39.00,1022.00,666.00
258616 3.33,24.50,39.00,-344.25,-33.50
258616 3.33,24.50,39.00,218.50,116.75
258624 3.33,24.50,39.00,93.00,-323.75
258624 3.33,24.50,39.00,-1952.00,-680.50
258632 3.33,24.50,39.00,-799.25,-354.50
258632 3.33,24.50,39.00,804.00,-611.50
258639 3.33,24.50,39.00,85.75,681.50
258640 3.33,24.50,39.00,-297.75,-89.50
258647 3.33,24.50,39.00,354.25,-613.25
258648 3.06,24.50,39.00,473.25,173.75
258655 3.06,24.50,39.00,1038.00,383.75
258656 3.06,24.50,39.00,408.00,519.25
258663 3.06,24.50,39.00,-54.25,272.50
258664 3.06,24.50,39.00,-436.75,-324.50
258671 3.06,24.50,39.00,105.50,192.00
258672 3.06,24.50,39.00,-755.00,-361.50
258679 3.06,24.50,39.00,-581.50,-946.00
258680 3.06,24.50,39.00,95.50,233.00
258687 3.06,24.50,39.00,258.75,618.00
258687 3.06,24.50,39.00,139.75,-168.50
258695 3.06,24.50,39.00,386.25,-133.75
258696 3.06,24.50,39.00,-15.50,-33.00
258704 3.06,24.50,39.00,-761.75,-95.00
258704 3.06,24.50,39.00,-197.75,-370.75
258712 3.06,24.50,39.00,338.50,10.50
258712 3.06,24.50,39.00,533.25,454.50
258720 3.06,24.50,39.00,-144.25,277.75
258720 3.06,24.50,39.00,-316.25,-508.75
258728 3.06,24.50,39.00,58.50,224.50
258728 3.06,24.50,39.00,-89.25,-435.00
258735 3.06,24.50,39.00,-64.75,255.75
258736 3.06,24.50,39.00,327.25,201.50
258743 3.06,24.50,39.00,-1040.75,-60.00
258744 3.06,24.50,39.00,372.50,-486.75
258751 3.06,24.50,39.00,-665.25,255.50
258752 3.06,24.50,39.00,915.50,296.50
258759 3.06,24.50,39.00,-799.75,-196.50
258760 3.06,24.50,39.00,-67.50,-1125.75
258767 3.06,24.50,39.00,-185.25,-1248.00
258768 3.06,24.50,39.00,527.25,1107.50
258775 3.06,24.50,39.00,-822.00,326.75
258776 3.06,24.50,39.00,-172.50,-543.00
258783 3.06,24.50,39.00,652.25,419.00
258784 3.06,24.50,39.00,-88.25,18.50
258791 3.06,24.50,39.00,474.50,-716.00
258792 3.06,24.50,39.00,-310.75,1069.00
258799 3.06,24.50,39.00,93.00,-326.50
258799 3.06,24.50,39.00,-296.25,216.00
258807 3.06,24.50,39.00,-205.00,541.00
258808 3.06,24.50,39.00,-585.25,-669.00
258816 3.06,24.50,39.00,-1095.50,-682.50
258816 3.06,24.50,39.00,1065.75,-509.50
258824 3.06,24.50,39.00,1212.50,984.50
258824 3.06,24.50,39.00,199.75,643.25
258832 3.06,24.50,39.00,400.00,-102.50
258832 3.06,24.50,39.00,-240.00,-241.00
258840 3.06,24.50,39.00,-672.00,142.25
258840 3.06,24.50,39.00,204.00,21.50
258847 3.06,24.50,39.00,835.50,698.50
258848 3.06,24.50,39.00,-254.25,-243.75
258856 3.06,24.50,39.00,-165.75,-187.25
258856 3.06,24.50,39.00,477.75,-387.00
258864 3.06,24.50,39.00,-230.50,223.00
258864 3.06,24.50,39.00,324.00,-509.75
258872 3.06,24.50,39.00,421.00,406.75
258872 3.06,24.50,39.00,360.75,404.25
258880 3.06,24.50,39.00,-915.00,-135.75
258880 3.06,24.50,39.00,191.75,-548.25
258888 3.06,24.50,39.00,-650.00,21.50
258888 3.06,24.50,39.00,-1115.50,925.50
258896 3.06,24.50,39.00,-1040.00,-2220.25
258896 3.06,24.50,39.00,1353.00,1377.75
258904 3.06,24.50,39.00,-385.00,1308.00
258904 3.06,24.50,39.00,-869.00,-2007.00
258912 3.06,24.50,39.00,-173.50,-551.50
258912 3.06,24.50,39.00,1224.75,1156.75
258920 3.06,24.50,39.00,694.00,-327.50
258920 3.06,24.50,39.00,-193.75,302.00
258928 3.06,24.50,39.00,382.00,1085.00
258928 3.06,24.50,39.00,44.75,-367.00
258935 3.06,24.50,39.00,1002.25,-916.00
258936 3.06,24.50,39.00,-1231.50,1604.75
258943 3.06,24.50,39.00,-1429.25,-351.00
258944 3.06,24.50,39.00,-138.75,-613.50
258951 3.06,24.50,39.00,683.75,54.00
258952 3.06,24.50,39.00,89.50,696.50
258959 3.06,24.50,39.00,-749.25,-173.50
258959 3.06,24.50,39.00,-380.75,174.50
258967 3.06,24.50,39.00,897.75,367.00
258967 3.06,24.50,39.00,-65.25,-250.50
258975 3.06,24.50,39.00,-833.75,-1145.25
258975 3.06,24.50,39.00,1216.00,-200.75
258983 3.06,24.50,39.00,554.00,156.75
258983 3.06,24.50,39.00,-646.75,1228.50
258991 3.06,24.50,39.00,-767.50,-875.75
258991 3.06,24.50,39.00,85.50,827.25
258999 3.06,24.50,39.00,-428.25,-353.25
259000 3.06,24.50,39.00,240.00,-126.00
259007 3.06,24.50,39.00,-251.00,732.75
259008 3.06,24.50,39.00,651.00,-138.25
259015 3.06,24.50,39.00,-155.75,-142.25
259016 3.06,24.50,39.00,785.75,62.75
259023 3.06,24.50,39.00,827.75,-96.25
259024 3.06,24.50,39.00,-114.25,172.25
259032 3.06,24.50,39.00,-1650.50,-167.75
259032 3.06,24.50,39.00,159.50,-524.50
259040 3.06,24.50,39.00,983.00,366.75
259040 3.06,24.50,39.00,-170.25,281.50
259048 3.06,24.50,39.00,235.50,231.25
259048 3.06,24.50,39.00,1001.50,-444.50
259056 3.06,24.50,39.00,251.00,116.75
259056 3.06,24.50,39.00,-1122.50,-575.75
259064 3.06,24.50,39.00,370.25,-405.75
259064 3.06,24.50,39.00,-1836.25,1268.75
259072 3.06,24.50,39.00,-432.00,-1359.00
259072 3.06,24.50,39.00,215.25,-303.00
259080 3.06,24.50,39.00,-464.75,346.25
259080 3.06,24.50,39.00,971.50,61.00
259087 3.06,24.50,39.00,1271.50,818.50
259088 3.06,24.50,39.00,857.75,-380.75
259095 3.06,24.50,39.00,-458.25,919.25
259096 3.06,24.50,39.00,-1436.75,3.50
259103 3.06,24.50,39.00,-421.50,-845.50
259103 3.06,24.50,39.00,369.00,65.00
259111 3.06,24.50,39.00,1000.75,36.25
259111 3.06,24.50,39.00,917.50,120.50
259119 3.06,24.50,39.00,1056.50,1218.50
259119 3.06,24.50,39.00,-381.00,733.75
259127 3.06,24.50,39.00,-569.75,-555.25
259127 3.06,24.50,39.00,-1227.75,-1067.25
259135 3.06,24.50,39.00,-413.00,-29.25
259136 3.06,24.50,39.00,-39.00,635.75
259143 3.06,24.50,39.00,-1755.25,-562.75
259144 3.06,24.50,39.00,-215.00,-536.00
259151 3.06,24.50,39.00,898.50,-106.75
259152 3.06,24.50,39.00,14.75,296.00
259159 3.06,24.50,39.00,367.50,-737.50
259160 3.06,24.50,39.00,455.25,1053.25
259167 3.06,24.50,39.00,-282.75,-45.00
259168 3.06,24.50,39.00,905.25,-230.00
259175 3.06,24.50,39.00,1696.50,-608.50
259176 3.06,24.50,39.00,-471.75,1834.00
259183 3.06,24.50,39.00,1115.75,483.00
259184 3.06,24.50,39.00,-3219.75,22.50
259191 3.06,24.50,39.00,-118.00,-2006.75
259192 3.06,24.50,39.00,841.25,-619.75
259199 3.06,24.50,39.00,-37.00,263.00
259199 3.06,24.50,39.00,152.25,-494.00
259207 3.06,24.50,39.00,-588.50,1510.50
259207 3.06,24.50,39.00,-770.00,-46.50
259215 3.06,24.50,39.00,544.00,-55.00
259216 3.06,24.50,39.00,615.50,461.25
259223 3.06,24.50,39.00,-374.00,-40.50
259224 3.06,24.50,39.00,581.75,30.25
259231 3.06,24.50,39.00,743.75,704.75
259232 3.06,24.50,39.00,392.25,416.50
259239 3.06,24.50,39.00,-115.50,74.25
259239 3.06,24.50,39.00,178.75,-384.50
259247 3.06,24.50,39.00,-623.00,12.25
259247 3.06,24.50,39.00,-378.00,-832.00
259255 3.06,24.50,39.00,-809.75,933.25
259255 3.06,24.50,39.00,949.75,-1045.75
259264 3.06,24.50,39.00,364.00,826.75
259264 3.06,24.50,39.00,708.75,-1010.25
259272 3.06,24.50,39.00,-1533.50,1515.50
259272 3.06,24.50,39.00,-464.25,-342.50
259279 3.06,24.50,39.00,-564.00,-408.50
259279 3.06,24.50,39.00,594.25,450.25
259287 3.06,24.50,39.00,1412.25,5.00
259287 3.06,24.50,39.00,-606.75,479.50
259296 3.06,24.50,39.00,-60.00,3.25
259296 3.06,24.50,39.00,-36.50,-646.00
259304 3.06,24.50,39.00,-593.25,108.75
259304 3.06,24.50,39.00,611.50,130.75
259312 3.06,24.50,39.00,862.75,-57.75
259312 3.06,24.50,39.00,46.50,597.75
259319 3.06,24.50,39.00,71.75,-314.50
259320 3.06,24.50,39.00,1168.25,-385.25
259327 3.06,24.50,39.00,552.00,1600.25
259328 3.06,24.50,39.00,200.25,107.50
259336 3.06,24.50,39.00,-1646.00,-354.00
259336 3.06,24.50,39.00,-1475.75,-1185.25
259344 3.06,24.50,39.00,-975.00,-417.25
259344 3.06,24.50,39.00,797.25,-84.00
259352 3.06,24.50,39.00,-874.00,591.75
259352 3.06,24.50,39.00,-182.50,-228.25
259360 3.06,24.50,39.00,1843.75,-940.75
259360 3.06,24.50,39.00,26.50,1212.00
259368 3.06,24.50,39.00,391.50,186.25
259368 3.06,24.50,39.00,-7.50,665.50
259376 3.06,24.50,39.00,158.00,-913.25
259376 3.06,24.50,39.00,375.00,-493.75
259384 3.06,24.50,39.00,-1107.00,181.75
259384 3.06,24.50,39.00,-565.00,-615.00
259392 3.06,24.50,39.00,909.75,268.50
259393 3.06,24.50,39.00,-158.75,290.00
259400 3.06,24.50,39.00,45.75,80.50
259400 3.06,24.50,39.00,1171.50,229.00
259408 3.06,24.50,39.00,-168.00,1005.50
259409 3.06,24.50,39.00,-1638.50,14.00
259416 3.06,24.50,39.00,-156.25,-213.00
259416 3.06,24.50,39.00,1538.75,-752.50
259424 3.06,24.50,39.00,423.75,50.00
259425 3.06,24.50,39.00,1138.25,98.75
259431 3.06,24.50,39.00,-662.50,576.50
259432 3.06,24.50,39.00,-228.75,169.75
259440 3.06,24.50,39.00,519.50,-794.25
259440 3.06,24.50,39.00,-1564.25,850.25
259448 3.06,24.50,39.00,1001.75,-114.00
259448 3.06,24.50,39.00,906.50,310.75
259456 3.06,24.50,39.00,675.75,-311.75
259456 3.06,24.50,39.00,56.50,1044.00
259464 3.06,24.50,39.00,-3627.00,194.00
259464 3.06,24.50,39.00,-947.00,-2552.75
259472 3.06,24.50,39.00,187.00,-656.25
259472 3.06,24.50,39.00,-556.75,1215.00
259480 3.06,24.50,39.00,768.00,-112.50
259480 3.06,24.50,39.00,-494.50,676.75
259488 3.06,24.50,39.00,1143.00,-1031.25
259488 3.06,24.50,39.00,443.50,808.00
259495 3.06,24.50,39.00,-215.00,1309.75
259496 3.06,24.50,39.00,-544.75,-603.25
259503 3.06,24.50,39.00,160.00,-1408.25
259504 3.06,24.50,39.00,-1294.75,-65.00
259512 3.06,24.50,39.00,496.75,-763.50
259512 3.06,24.50,39.00,372.50,603.25
259521 3.06,24.50,39.00,-92.50,224.25
259521 3.06,24.50,39.00,258.50,379.25
259528 3.06,24.50,39.00,-158.00,-172.25
259528 3.06,24.50,39.00,22.50,-513.00
259536 3.06,24.50,39.00,346.00,166.50
259536 3.06,24.50,39.00,-144.75,159.25
259544 3.06,24.50,39.00,-1383.75,-60.25
259544 3.06,24.50,39.00,-61.00,-515.75
259552 3.06,24.50,39.00,336.00,-294.25
259552 3.06,24.50,39.00,252.75,-533.25
259560 3.06,24.50,39.00,-897.75,-70.50
259560 3.06,24.50,39.00,462.50,332.00
259568 3.06,24.50,39.00,-124.50,0.75
259568 3.06,24.50,39.00,-416.75,354.25
259576 3.06,24.50,39.00,214.25,902.50
259576 3.06,24.50,39.00,101.50,-692.50
259584 3.06,24.50,39.00,171.75,741.25
259584 3.06,24.50,39.00,-85.00,433.75
259592 3.06,24.50,39.00,-918.00,0.75
259592 3.06,24.50,39.00,-495.75,-1308.00
259600 3.06,24.50,39.00,506.50,-43.50
259600 3.06,24.50,39.00,212.25,485.50
259607 3.06,24.50,39.00,-356.25,227.25
259608 3.06,24.50,39.00,-571.00,153.00
259615 3.06,24.50,39.00,-511.25,-244.00
259616 3.06,24.50,39.00,1024.00,-6.25
259624 3.06,24.50,39.00,250.25,258.75
259624 3.06,24.50,39.00,1813.25,25.75
259631 3.06,24.50,39.00,-1050.75,1190.00
259632 3.06,24.50,39.00,-1080.00,-2099.50
259639 3.06,24.50,39.00,-721.50,1710.75
259640 3.06,24.50,39.00,538.50,-415.75
259647 3.06,24.50,39.00,769.25,17.00
259648 3.06,24.50,39.00,445.00,414.50
259653 3.06,24.50,39.00,251.75,692.00
259660 2.45,24.50,39.00,-922.75,-163.75
259663 2.45,24.50,39.00,2358.75,-512.25
259664 2.45,24.50,39.00,28.25,-315.50
259671 2.45,24.50,39.00,-896.00,282.25
259671 2.45,24.50,39.00,-400.00,-777.00
259679 2.45,24.50,39.00,105.25,1446.25
259680 2.45,24.50,39.00,-1070.50,-652.25
259688 2.45,24.50,39.00,801.25,-191.25
259688 2.45,24.50,39.00,-48.25,355.50
259696 2.45,24.50,39.00,496.00,40.25
259696 2.45,24.50,39.00,578.50,63.25
259704 2.45,24.50,39.00,-1325.25,748.75
259704 2.45,24.50,39.00,-1191.00,-302.25
259712 2.45,24.50,39.00,-1075.00,-1228.25
259712 2.45,24.50,39.00,1310.50,-213.50
259719 2.45,24.50,39.00,711.00,1021.00
259720 2.45,24.50,39.00,-135.75,443.25
259727 2.45,24.50,39.00,-864.75,-388.25
259728 2.45,24.50,39.00,916.50,-359.00
259735 2.45,24.50,39.00,-523.50,82.00
259735 2.45,24.50,39.00,912.75,-490.00
259743 2.45,24.50,39.00,-304.25,546.50
259743 2.45,24.50,39.00,-153.25,-54.25
259751 2.45,24.50,39.00,-1505.50,356.50
259751 2.45,24.50,39.00,1021.50,-486.00
259759 2.45,24.50,39.00,311.50,319.25
259759 2.45,24.50,39.00,781.50,-200.25
259767 2.45,24.50,39.00,-893.75,617.25
259768 2.45,24.50,39.00,-25.00,-399.25
259775 2.45,24.50,39.00,-968.25,188.75
259776 2.45,24.50,39.00,259.00,36.00
259783 2.45,24.50,39.00,583.50,272.25
259784 2.45,24.50,39.00,118.25,-115.50
259790 2.45,24.50,39.00,567.25,610.25
259792 2.45,24.50,39.00,1355.50,302.00
259800 2.45,24.50,39.00,163.50,507.75
259800 2.45,24.50,39.00,-806.75,6.25
259807 2.45,24.50,39.00,-332.50,-831.50
259807 2.45,24.50,39.00,-1142.25,54.50
259815 2.45,24.50,39.00,1031.00,29.75
259816 2.45,24.50,39.00,-415.50,-24.00
259823 2.45,24.50,39.00,703.50,-221.25
259824 2.45,24.50,39.00,-435.25,638.75
259831 2.45,24.50,39.00,-1736.00,-471.50
259831 2.45,24.50,39.00,-323.75,-671.25
259839 2.45,24.50,39.00,-327.00,370.50
259840 2.45,24.50,39.00,776.75,-683.75
259847 2.45,24.50,39.00,-677.25,-230.25
259848 2.45,24.50,39.00,-98.00,357.00
259855 2.45,24.50,39.00,-90.75,557.00
259856 2.45,24.50,39.00,604.25,489.25
259863 2.45,24.50,39.00,217.75,528.50
259863 2.45,24.50,39.00,206.50,-384.25
259871 2.45,24.50,39.00,-145.50,-409.50
259872 2.45,24.50,39.00,867.25,-514.25
259879 2.45,24.50,39.00,372.75,301.50
259880 2.45,24.50,39.00,-39.00,911.75
259887 2.45,24.50,39.00,-745.75,-171.25
259888 2.45,24.50,39.00,-1519.50,-432.50
259895 2.45,24.50,39.00,560.25,-591.00
259896 2.45,24.50,39.00,-748.75,3.25
259903 2.45,24.50,39.00,367.25,-134.75
259904 2.45,24.50,39.00,-396.25,306.75
259911 2.45,24.50,39.00,569.25,426.25
259912 2.45,24.50,39.00,787.50,692.25
259920 2.45,24.50,39.00,515.75,-116.00
259920 2.45,24.50,39.00,-258.50,322.50
259927 2.45,24.50,39.00,-857.50,417.75
259928 2.45,24.50,39.00,-664.00,-1254.75
259936 2.45,24.50,39.00,-1859.25,-612.00
259936 2.45,24.50,39.00,2057.50,314.50
259944 2.45,24.50,39.00,1059.50,261.75
259944 2.45,24.50,39.00,-688.75,650.25
259952 2.45,24.50,39.00,107.25,-227.75
259952 2.45,24.50,39.00,-157.75,167.25
259960 2.45,24.50,39.00,126.00,263.00
259960 2.45,24.50,39.00,-281.50,262.50
259967 2.45,24.50,39.00,-196.25,-300.25
259968 2.45,24.50,39.00,-373.75,-107.00
259975 2.45,24.50,39.00,-666.75,-815.75
259976 2.45,24.50,39.00,-154.50,-632.75
259984 2.45,24.50,39.00,-79.75,756.50
259984 2.45,24.50,39.00,-262.00,-274.75
259991 2.45,24.50,39.00,290.25,404.00
259992 2.45,24.50,39.00,-41.50,-59.00
260000 2.45,24.50,39.00,-753.00,-175.50
260000 2.45,24.50,39.00,795.00,-21.25
260007 2.45,24.50,39.00,1445.25,344.00
260008 2.45,24.50,39.00,-261.75,994.25
260016 2.45,24.50,39.00,-1057.50,-306.25
260016 2.45,24.50,39.00,48.00,-307.00
260023 2.45,24.50,39.00,-455.25,-646.75
260023 2.45,24.50,39.00,472.00,506.50
260032 2.45,24.50,39.00,452.50,-37.25
260032 2.45,24.50,39.00,40.50,773.00
260040 2.45,24.50,39.00,-372.75,-963.75
260040 2.45,24.50,39.00,392.00,585.50
260047 2.45,24.50,39.00,515.75,657.25
260047 2.45,24.50,39.00,212.75,391.50
260055 2.45,24.50,39.00,637.25,-787.25
260055 2.45,24.50,39.00,205.75,-16.75
260063 2.45,24.50,39.00,-586.50,92.25
260063 2.45,24.50,39.00,-488.75,-716.50
260072 2.45,24.50,39.00,190.25,-208.00
260073 2.45,24.50,39.00,393.75,278.00
260080 2.45,24.50,39.00,-516.50,157.75
260080 2.45,24.50,39.00,-513.50,-276.00
260088 2.45,24.50,39.00,-1191.75,32.25
260088 2.45,24.50,39.00,34.25,-797.50
260095 2.45,24.50,39.00,898.50,356.50
260096 2.45,24.50,39.00,670.00,1122.50
260103 2.45,24.50,39.00,-517.00,797.25
260104 2.45,24.50,39.00,1534.50,-613.25
260111 2.45,24.50,39.00,423.75,177.00
260112 2.45,24.50,39.00,337.25,423.50
260119 2.45,24.50,39.00,360.00,494.50
260120 2.45,24.50,39.00,-343.50,-47.75
260128 2.45,24.50,39.00,307.00,-140.50
260128 2.45,24.50,39.00,-1502.75,-476.25
260135 2.45,24.50,39.00,226.50,-1211.75
260135 2.45,24.50,39.00,-56.25,624.25
260144 2.45,24.50,39.00,-657.25,-1081.50
260144 2.45,24.50,39.00,-29.00,-645.50
260151 2.45,24.50,39.00,101.25,222.75
260151 2.45,24.50,39.00,-268.75,1315.00
260159 2.45,24.50,39.00,63.50,-555.00
260159 2.45,24.50,39.00,-256.50,46.00
260167 2.45,24.50,39.00,-200.75,-158.00
260167 2.45,24.50,39.00,1653.25,735.75
260176 2.45,24.50,39.00,410.25,899.25
260176 2.45,24.50,39.00,-185.50,474.25
260184 2.45,24.50,39.00,616.50,-271.50
260184 2.45,24.50,39.00,-214.00,28.50
260192 2.45,24.50,39.00,525.25,621.50
260193 2.45,24.50,39.00,666.75,71.00
260200 2.45,24.50,39.00,-1371.25,-625.75
260200 2.45,24.50,39.00,318.75,-391.75
260208 2.45,24.50,39.00,-98.25,456.00
260209 2.45,24.50,39.00,-502.25,-777.50
260214 2.45,24.50,39.00,675.50,146.00
260217 2.45,24.50,39.00,-483.75,558.00
260224 2.45,24.50,39.00,-500.00,64.25
260224 2.45,24.50,39.00,537.25,542.25
260231 2.45,24.50,39.00,-334.50,-359.50
260231 2.45,24.50,39.00,-254.50,218.75
260240 2.45,24.50,39.00,-90.00,-272.50
260240 2.45,24.50,39.00,71.75,335.50
260247 2.45,24.50,39.00,-1261.25,-996.50
260247 2.45,24.50,39.00,-129.50,295.50
260256 2.45,24.50,39.00,987.75,-334.50
260256 2.45,24.50,39.00,448.50,422.00
260263 2.45,24.50,39.00,-18.50,132.50
260264 2.45,24.50,39.00,631.25,351.25
260271 2.45,24.50,39.00,-306.50,-255.75
260272 2.45,24.50,39.00,110.50,142.50
260280 2.45,24.50,39.00,79.75,-121.75
260280 2.45,24.50,39.00,128.50,24.00
260287 2.45,24.50,39.00,-696.75,330.50
260288 2.45,24.50,39.00,801.50,-507.25
260295 2.45,24.50,39.00,-1153.25,1367.75
260296 2.45,24.50,39.00,-781.25,-410.50
260303 2.45,24.50,39.00,-15.25,-521.75
260303 2.45,24.50,39.00,16.50,-290.75
260312 2.45,24.50,39.00,1542.50,672.75
260312 2.45,24.50,39.00,765.50,906.25
260320 2.45,24.50,39.00,-1.50,-25.00
260320 2.45,24.50,39.00,-644.25,-557.75
260328 2.45,24.50,39.00,-50.00,-519.25
260328 2.45,24.50,39.00,191.75,-39.75
260336 2.45,24.50,39.00,-231.50,-129.00
260336 2.45,24.50,39.00,-499.25,48.25
260344 2.45,24.50,39.00,567.75,-1157.50
260344 2.45,24.50,39.00,-32.25,858.00
260351 2.45,24.50,39.00,-440.50,-500.50
260351 2.45,24.50,39.00,-1020.50,-1170.25
260360 2.45,24.50,39.00,-1887.25,-1033.75
260360 2.45,24.50,39.00,-894.75,-1100.75
260367 2.45,24.50,39.00,1553.50,1184.50
260367 2.45,24.50,39.00,-648.25,763.00
260376 2.45,24.50,39.00,160.75,563.00
260376 2.45,24.50,39.00,747.50,128.75
260384 2.45,24.50,39.00,1339.75,263.25
260385 2.45,24.50,39.00,113.25,167.75
260391 2.45,24.50,39.00,-191.75,173.25
260391 2.45,24.50,39.00,363.50,-15.25
